

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"India",100,"SDG 6.4.2. Water Stress",4550,2000,62.68,"K","",""
"India",100,"SDG 6.4.2. Water Stress",4550,2010,66.49,"K","",""
"Indonesia",101,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,3.681,"","",""
"Indonesia",101,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,5.612,"I","",""
"Indonesia",101,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,11.03,"","",""
"Indonesia",101,"SDG 6.4.2. Water Stress",4550,1990,9.909,"K","",""
"Indonesia",101,"SDG 6.4.2. Water Stress",4550,2000,15.11,"K","",""
"Indonesia",101,"SDG 6.4.2. Water Stress",4550,2016,29.68,"K","",""
"Iran (Islamic Republic of)",102,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,32.85,"I","",""
"Iran (Islamic Republic of)",102,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,50.93,"","",""
"Iran (Islamic Republic of)",102,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2001,65.47,"I","",""
"Iran (Islamic Republic of)",102,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2004,67.96,"I","",""
"Iran (Islamic Republic of)",102,"SDG 6.4.2. Water Stress",4550,1975,39.37,"K","",""
"Iran (Islamic Republic of)",102,"SDG 6.4.2. Water Stress",4550,1995,72.62,"K","",""
"Iran (Islamic Republic of)",102,"SDG 6.4.2. Water Stress",4550,2001,78.48,"K","",""
"Iran (Islamic Republic of)",102,"SDG 6.4.2. Water Stress",4550,2004,81.45,"K","",""
"Iraq",103,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,45.14,"I","",""
"Iraq",103,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,45.4,"I","",""
"Iraq",103,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,45.65,"I","",""
"Iraq",103,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,47.63,"I","",""
"Iraq",103,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,60.53,"I","",""
"Iraq",103,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,73.44,"I","",""
"Iraq",103,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,42.89,"I","",""
"Iraq",103,"SDG 6.4.2. Water Stress",4550,1975,56.97,"K","",""
"Iraq",103,"SDG 6.4.2. Water Stress",4550,1980,57.3,"K","",""
"Iraq",103,"SDG 6.4.2. Water Stress",4550,1985,57.61,"K","",""
"Iraq",103,"SDG 6.4.2. Water Stress",4550,1990,60.11,"K","",""
"Iraq",103,"SDG 6.4.2. Water Stress",4550,1995,76.39,"K","",""
"Iraq",103,"SDG 6.4.2. Water Stress",4550,2000,92.68,"K","",""
"Iraq",103,"SDG 6.4.2. Water Stress",4550,2016,54.13,"K","",""
"Ireland",104,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,2.058,"K","",""
"Ireland",104,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1994,2.262,"K","",""
"Ireland",104,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.403,"K","",""
"Ireland",104,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2009,1.456,"K","",""
"Ireland",104,"SDG 6.4.2. Water Stress",4550,1980,5.149,"K","",""
"Ireland",104,"SDG 6.4.2. Water Stress",4550,1994,5.659,"K","",""
"Ireland",104,"SDG 6.4.2. Water Stress",4550,2007,3.512,"K","",""
"Ireland",104,"SDG 6.4.2. Water Stress",4550,2009,3.643,"K","",""
"Israel",105,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1970,86.63,"I","",""
"Israel",105,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,89.78,"I","",""
"Israel",105,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,92.3,"I","",""
"Israel",105,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1986,96.63,"I","",""
"Israel",105,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,88.99,"I","",""
"Israel",105,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,86.07,"K","",""
"Israel",105,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,86.69,"I","",""
"Israel",105,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2004,79.72,"I","",""
"Israel",105,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2010,75.28,"I","",""
"Israel",105,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,67.3,"I","",""
"Israel",105,"SDG 6.4.2. Water Stress",4550,1970,133.0,"K","",""
"Israel",105,"SDG 6.4.2. Water Stress",4550,1975,137.9,"K","",""
"Israel",105,"SDG 6.4.2. Water Stress",4550,1980,141.7,"K","",""
"Israel",105,"SDG 6.4.2. Water Stress",4550,1986,148.4,"K","",""
"Israel",105,"SDG 6.4.2. Water Stress",4550,1990,136.7,"K","",""
"Israel",105,"SDG 6.4.2. Water Stress",4550,1995,132.2,"K","",""
"Israel",105,"SDG 6.4.2. Water Stress",4550,2002,133.1,"K","",""
"Israel",105,"SDG 6.4.2. Water Stress",4550,2004,122.4,"K","",""
"Israel",105,"SDG 6.4.2. Water Stress",4550,2010,115.6,"K","",""
"Israel",105,"SDG 6.4.2. Water Stress",4550,2017,103.4,"K","",""
"Italy",106,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1970,21.75,"","",""
"Italy",106,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,23.57,"K","",""
"Italy",106,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2008,28.1,"K","",""
"Italy",106,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2015,17.87,"","",""
"Italy",106,"SDG 6.4.2. Water Stress",4550,1970,36.66,"K","",""
"Italy",106,"SDG 6.4.2. Water Stress",4550,2000,39.72,"K","",""
"Italy",106,"SDG 6.4.2. Water Stress",4550,2008,47.36,"K","",""
"Italy",106,"SDG 6.4.2. Water Stress",4550,2015,30.13,"K","",""
"Jamaica",109,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1993,8.572,"I","",""
"Jamaica",109,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,7.5,"I","",""
"Jamaica",109,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,12.51,"I","",""
"Jamaica",109,"SDG 6.4.2. Water Stress",4550,1993,8.572,"I","",""
"Jamaica",109,"SDG 6.4.2. Water Stress",4550,2007,7.5,"I","",""
"Jamaica",109,"SDG 6.4.2. Water Stress",4550,2016,12.51,"I","",""
"Japan",110,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,20.51,"","",""
"Japan",110,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,21.26,"","",""
"Japan",110,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,20.74,"K","",""
"Japan",110,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,19.64,"K","",""
"Japan",110,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,19.24,"K","",""
"Japan",110,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2009,18.89,"K","",""
"Japan",110,"SDG 6.4.2. Water Stress",4550,1980,40.55,"K","",""
"Japan",110,"SDG 6.4.2. Water Stress",4550,1992,42.02,"K","",""
"Japan",110,"SDG 6.4.2. Water Stress",4550,1997,41.01,"K","",""
"Japan",110,"SDG 6.4.2. Water Stress",4550,2002,38.83,"K","",""
"Japan",110,"SDG 6.4.2. Water Stress",4550,2007,38.05,"K","",""
"Japan",110,"SDG 6.4.2. Water Stress",4550,2009,37.34,"K","",""
"Jordan",112,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,48.13,"I","",""
"Jordan",112,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,57.1,"I","",""
"Jordan",112,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,66.06,"I","",""
"Jordan",112,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,100.0,"K","",""
"Jordan",112,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,78.77,"I","",""
"Jordan",112,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,98.42,"I","",""
"Jordan",112,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,90.61,"I","",""
"Jordan",112,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,96.42,"I","",""
"Jordan",112,"SDG 6.4.2. Water Stress",4550,1975,49.95,"K","",""
"Jordan",112,"SDG 6.4.2. Water Stress",4550,1980,59.25,"K","",""
"Jordan",112,"SDG 6.4.2. Water Stress",4550,1985,68.56,"K","",""
"Jordan",112,"SDG 6.4.2. Water Stress",4550,1992,103.8,"K","",""
"Jordan",112,"SDG 6.4.2. Water Stress",4550,2002,81.75,"K","",""
"Jordan",112,"SDG 6.4.2. Water Stress",4550,2007,102.1,"K","",""
"Jordan",112,"SDG 6.4.2. Water Stress",4550,2012,94.03,"K","",""
"Jordan",112,"SDG 6.4.2. Water Stress",4550,2016,100.1,"K","",""
"Kazakhstan",108,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,30.72,"","",""
"Kazakhstan",108,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,20.54,"K","",""
"Kazakhstan",108,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,21.04,"K","",""
"Kazakhstan",108,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,19.73,"K","",""
"Kazakhstan",108,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,20.71,"K","",""
"Kazakhstan",108,"SDG 6.4.2. Water Stress",4550,1995,44.49,"K","",""
"Kazakhstan",108,"SDG 6.4.2. Water Stress",4550,2002,30.88,"K","",""
"Kazakhstan",108,"SDG 6.4.2. Water Stress",4550,2007,31.64,"K","",""
"Kazakhstan",108,"SDG 6.4.2. Water Stress",4550,2012,29.67,"K","",""
"Kazakhstan",108,"SDG 6.4.2. Water Stress",4550,2017,31.14,"K","",""
"Kenya",114,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,6.674,"I","",""
"Kenya",114,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2003,7.557,"I","",""
"Kenya",114,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2010,10.48,"I","",""
"Kenya",114,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,13.13,"I","",""
"Kenya",114,"SDG 6.4.2. Water Stress",4550,1990,16.89,"K","",""
"Kenya",114,"SDG 6.4.2. Water Stress",4550,2003,19.13,"K","",""
"Kenya",114,"SDG 6.4.2. Water Stress",4550,2010,26.53,"K","",""
"Kenya",114,"SDG 6.4.2. Water Stress",4550,2016,33.24,"K","",""
"Kuwait",118,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1994,1275.0,"","",""
"Kuwait",118,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,2075.0,"","",""
"Kuwait",118,"SDG 6.4.2. Water Stress",4550,1994,1275.0,"","",""
"Kuwait",118,"SDG 6.4.2. Water Stress",4550,2002,2075.0,"","",""
"Kyrgyzstan",113,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1994,41.45,"I","",""
"Kyrgyzstan",113,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,42.68,"I","",""
"Kyrgyzstan",113,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2006,32.63,"I","",""
"Kyrgyzstan",113,"SDG 6.4.2. Water Stress",4550,1994,63.55,"K","",""
"Kyrgyzstan",113,"SDG 6.4.2. Water Stress",4550,2000,65.44,"K","",""
"Kyrgyzstan",113,"SDG 6.4.2. Water Stress",4550,2006,50.03,"K","",""
"Lao People's Democratic Republic",120,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,1.047,"I","",""
"Lao People's Democratic Republic",120,"SDG 6.4.2. Water Stress",4550,2005,2.277,"K","",""
"Latvia",119,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,1.163,"K","",""
"Latvia",119,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.6998,"I","",""
"Latvia",119,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.5913,"I","",""
"Latvia",119,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.7104,"K","",""
"Latvia",119,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.5183,"I","",""
"Latvia",119,"SDG 6.4.2. Water Stress",4550,1995,2.394,"K","",""
"Latvia",119,"SDG 6.4.2. Water Stress",4550,2002,1.441,"K","",""
"Latvia",119,"SDG 6.4.2. Water Stress",4550,2007,1.217,"K","",""
"Latvia",119,"SDG 6.4.2. Water Stress",4550,2012,1.463,"K","",""
"Latvia",119,"SDG 6.4.2. Water Stress",4550,2017,1.067,"K","",""
"Lebanon",121,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,16.68,"","",""
"Lebanon",121,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,29.34,"","",""
"Lebanon",121,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,28.11,"I","",""
"Lebanon",121,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,24.34,"I","",""
"Lebanon",121,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2015,40.24,"","",""
"Lebanon",121,"SDG 6.4.2. Water Stress",4550,1975,24.37,"K","",""
"Lebanon",121,"SDG 6.4.2. Water Stress",4550,1994,41.89,"K","",""
"Lebanon",121,"SDG 6.4.2. Water Stress",4550,2000,41.08,"K","",""
"Lebanon",121,"SDG 6.4.2. Water Stress",4550,2005,35.56,"K","",""
"Lebanon",121,"SDG 6.4.2. Water Stress",4550,2015,58.79,"K","",""
"Lesotho",122,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,1.655,"I","",""
"Lesotho",122,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,1.449,"I","",""
"Lesotho",122,"SDG 6.4.2. Water Stress",4550,1987,2.929,"K","",""
"Lesotho",122,"SDG 6.4.2. Water Stress",4550,2000,2.566,"K","",""
"Liberia",123,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,0.056,"I","",""
"Liberia",123,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,0.0564,"I","",""
"Liberia",123,"SDG 6.4.2. Water Stress",4550,1987,0.2355,"K","",""
"Liberia",123,"SDG 6.4.2. Water Stress",4550,2000,0.237,"K","",""
"Libya",124,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,171.4,"I","",""
"Libya",124,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,210.0,"I","",""
"Libya",124,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,445.0,"I","",""
"Libya",124,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,680.0,"I","",""
"Libya",124,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1994,657.1,"I","",""
"Libya",124,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,615.4,"I","",""
"Libya",124,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,688.9,"I","",""
"Libya",124,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,822.9,"I","",""
"Libya",124,"SDG 6.4.2. Water Stress",4550,1975,171.4,"I","",""
"Libya",124,"SDG 6.4.2. Water Stress",4550,1980,210.0,"I","",""
"Libya",124,"SDG 6.4.2. Water Stress",4550,1985,445.0,"I","",""
"Libya",124,"SDG 6.4.2. Water Stress",4550,1990,680.0,"I","",""
"Libya",124,"SDG 6.4.2. Water Stress",4550,1994,657.1,"I","",""
"Libya",124,"SDG 6.4.2. Water Stress",4550,2000,615.4,"I","",""
"Libya",124,"SDG 6.4.2. Water Stress",4550,2005,688.9,"I","",""
"Libya",124,"SDG 6.4.2. Water Stress",4550,2012,822.9,"I","",""
"Lithuania",126,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,17.74,"I","",""
"Lithuania",126,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2001,11.3,"K","",""
"Lithuania",126,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,9.241,"I","",""
"Lithuania",126,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.057,"I","",""
"Lithuania",126,"SDG 6.4.2. Water Stress",4550,1995,31.34,"K","",""
"Lithuania",126,"SDG 6.4.2. Water Stress",4550,2001,19.96,"K","",""
"Lithuania",126,"SDG 6.4.2. Water Stress",4550,2007,16.32,"K","",""
"Lithuania",126,"SDG 6.4.2. Water Stress",4550,2017,1.867,"K","",""
"Luxembourg",256,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1970,0.9943,"K","",""
"Luxembourg",256,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,1.214,"K","",""
"Luxembourg",256,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,1.134,"K","",""
"Luxembourg",256,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,1.914,"K","",""
"Luxembourg",256,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,1.614,"K","",""
"Luxembourg",256,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1999,1.729,"K","",""
"Luxembourg",256,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.271,"K","",""
"Luxembourg",256,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.303,"I","",""
"Luxembourg",256,"SDG 6.4.2. Water Stress",4550,1970,2.886,"K","",""
"Luxembourg",256,"SDG 6.4.2. Water Stress",4550,1975,3.524,"K","",""
"Luxembourg",256,"SDG 6.4.2. Water Stress",4550,1980,3.292,"K","",""
"Luxembourg",256,"SDG 6.4.2. Water Stress",4550,1985,5.556,"K","",""
"Luxembourg",256,"SDG 6.4.2. Water Stress",4550,1995,4.685,"K","",""
"Luxembourg",256,"SDG 6.4.2. Water Stress",4550,1999,5.017,"K","",""
"Luxembourg",256,"SDG 6.4.2. Water Stress",4550,2012,3.69,"K","",""
"Luxembourg",256,"SDG 6.4.2. Water Stress",4550,2017,3.781,"K","",""
"Madagascar",129,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1984,4.837,"","",""
"Madagascar",129,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,3.967,"I","",""
"Madagascar",129,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2006,4.024,"I","",""
"Madagascar",129,"SDG 6.4.2. Water Stress",4550,1984,13.64,"K","",""
"Madagascar",129,"SDG 6.4.2. Water Stress",4550,2000,11.19,"K","",""
"Madagascar",129,"SDG 6.4.2. Water Stress",4550,2006,11.35,"K","",""
"Malawi",130,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1994,5.417,"I","",""
"Malawi",130,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,7.668,"I","",""
"Malawi",130,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,7.853,"I","",""
"Malawi",130,"SDG 6.4.2. Water Stress",4550,1994,12.08,"K","",""
"Malawi",130,"SDG 6.4.2. Water Stress",4550,2002,17.09,"K","",""
"Malawi",130,"SDG 6.4.2. Water Stress",4550,2005,17.51,"K","",""
"Malaysia",131,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,1.745,"I","",""
"Malaysia",131,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1996,0.9455,"I","",""
"Malaysia",131,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.156,"I","",""
"Malaysia",131,"SDG 6.4.2. Water Stress",4550,1990,5.19,"K","",""
"Malaysia",131,"SDG 6.4.2. Water Stress",4550,1996,2.812,"K","",""
"Malaysia",131,"SDG 6.4.2. Water Stress",4550,2017,3.439,"K","",""
"Maldives",132,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,11.33,"","",""
"Maldives",132,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2008,15.67,"I","",""
"Maldives",132,"SDG 6.4.2. Water Stress",4550,1987,11.33,"","",""
"Maldives",132,"SDG 6.4.2. Water Stress",4550,2008,15.67,"I","",""
"Mali",133,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,1.133,"I","",""
"Mali",133,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2006,4.322,"I","",""
"Mali",133,"SDG 6.4.2. Water Stress",4550,1987,2.099,"K","",""
"Mali",133,"SDG 6.4.2. Water Stress",4550,2006,8.003,"K","",""
"Malta",134,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,39.6,"","",""
"Malta",134,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,58.42,"","",""
"Malta",134,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,67.33,"I","",""
"Malta",134,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,64.95,"K","",""
"Malta",134,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,79.41,"K","",""
"Malta",134,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,85.15,"","",""
"Malta",134,"SDG 6.4.2. Water Stress",4550,1980,39.6,"","",""
"Malta",134,"SDG 6.4.2. Water Stress",4550,1995,58.42,"","",""
"Malta",134,"SDG 6.4.2. Water Stress",4550,2002,67.33,"I","",""
"Malta",134,"SDG 6.4.2. Water Stress",4550,2007,64.95,"K","",""
"Malta",134,"SDG 6.4.2. Water Stress",4550,2012,79.41,"K","",""
"Malta",134,"SDG 6.4.2. Water Stress",4550,2017,85.15,"","",""
"Mauritania",136,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,6.404,"I","",""
"Mauritania",136,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,14.03,"I","",""
"Mauritania",136,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,11.82,"I","",""
"Mauritania",136,"SDG 6.4.2. Water Stress",4550,1980,7.172,"K","",""
"Mauritania",136,"SDG 6.4.2. Water Stress",4550,2000,15.71,"K","",""
"Mauritania",136,"SDG 6.4.2. Water Stress",4550,2005,13.24,"K","",""
"Mauritius",137,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,13.09,"","",""
"Mauritius",137,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,20.57,"","",""
"Mauritius",137,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,22.36,"","",""
"Mauritius",137,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,22.17,"","",""
"Mauritius",137,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,22.9,"","",""
"Mauritius",137,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,21.16,"","",""
"Mauritius",137,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,22.17,"","",""
"Mauritius",137,"SDG 6.4.2. Water Stress",4550,1975,13.09,"","",""
"Mauritius",137,"SDG 6.4.2. Water Stress",4550,1990,20.57,"","",""
"Mauritius",137,"SDG 6.4.2. Water Stress",4550,1995,22.36,"","",""
"Mauritius",137,"SDG 6.4.2. Water Stress",4550,2000,22.17,"","",""
"Mauritius",137,"SDG 6.4.2. Water Stress",4550,2007,22.9,"","",""
"Mauritius",137,"SDG 6.4.2. Water Stress",4550,2012,21.16,"","",""
"Mauritius",137,"SDG 6.4.2. Water Stress",4550,2017,22.17,"","",""
"Mexico",138,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,12.12,"K","",""
"Mexico",138,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,15.65,"","",""
"Mexico",138,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,17.03,"I","",""
"Mexico",138,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,17.73,"I","",""
"Mexico",138,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,19.02,"","",""
"Mexico",138,"SDG 6.4.2. Water Stress",4550,1980,20.99,"K","",""
"Mexico",138,"SDG 6.4.2. Water Stress",4550,2002,27.12,"K","",""
"Mexico",138,"SDG 6.4.2. Water Stress",4550,2007,29.5,"K","",""
"Mexico",138,"SDG 6.4.2. Water Stress",4550,2012,30.72,"K","",""
"Mexico",138,"SDG 6.4.2. Water Stress",4550,2017,32.95,"K","",""
"Mongolia",141,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1993,1.23,"I","",""
"Mongolia",141,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2006,1.552,"I","",""
"Mongolia",141,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2009,1.583,"I","",""
"Mongolia",141,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,1.329,"I","",""
"Mongolia",141,"SDG 6.4.2. Water Stress",4550,1993,3.142,"K","",""
"Mongolia",141,"SDG 6.4.2. Water Stress",4550,2006,3.965,"K","",""
"Mongolia",141,"SDG 6.4.2. Water Stress",4550,2009,4.046,"K","",""
"Mongolia",141,"SDG 6.4.2. Water Stress",4550,2016,3.395,"K","",""
"Morocco",143,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,31.03,"I","",""
"Morocco",143,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,34.66,"I","",""
"Morocco",143,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,37.93,"I","",""
"Morocco",143,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,38.07,"I","",""
"Morocco",143,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,38.83,"I","",""
"Morocco",143,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,51.1,"I","",""
"Morocco",143,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2010,35.69,"I","",""
"Morocco",143,"SDG 6.4.2. Water Stress",4550,1975,43.2,"K","",""
"Morocco",143,"SDG 6.4.2. Water Stress",4550,1980,48.24,"K","",""
"Morocco",143,"SDG 6.4.2. Water Stress",4550,1985,52.8,"K","",""
"Morocco",143,"SDG 6.4.2. Water Stress",4550,1992,52.99,"K","",""
"Morocco",143,"SDG 6.4.2. Water Stress",4550,1995,54.05,"K","",""
"Morocco",143,"SDG 6.4.2. Water Stress",4550,2002,71.14,"K","",""
"Morocco",143,"SDG 6.4.2. Water Stress",4550,2010,49.68,"K","",""
"Mozambique",144,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,0.28,"","",""
"Mozambique",144,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2001,0.4073,"I","",""
